citation_id,verification_status,verification_category,verification_subcategory,author_status,year_status,verification_confidence,bibliographic_score,semantic_label,semantic_score,semantic_skipped,semantic_skip_reason,selected_source,selected_match_type,selected_candidate_db,selected_candidate_title,verification_explanation,semantic_explanation,combined_label,needs_review
15,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Automatically Auditing Large Language Models via Discrete Optimization.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
16,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Universal and Transferable Adversarial Attacks on Aligned Language Models.,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
17,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,DeceptPrompt: Exploiting LLM-driven Code Generation via Adversarial Natural Language Instructions.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
18,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,AutoDAN: Generating Stealthy Jailbreak Prompts on Aligned Large Language Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
19,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,semantic_error,exact,title_exact,openalex,Making Pre-trained Language Models Better Few-shot Learners,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
20,partially_verified,Partially Verified,minor_title_mismatch,match,match,1.0,0.8,skipped,0.0,True,semantic_error,lexical,lexical_top_1,openalex,"Automatic Prompt Optimization with ""Gradient Descent"" and Beam Search",Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
21,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Large Language Models Are Human-Level Prompt Engineers.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
22,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Jailbreaking Black Box Large Language Models in Twenty Queries.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
23,partially_verified,Partially Verified,author/year mismatch,match,partial,1.0,0.8475,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Tree of Attacks: Jailbreaking Black-Box LLMs Automatically.,Selected candidate came from lexical; title=exact; authors=exact; year=partial; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
24,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Play Guessing Game with LLM: Indirect Jailbreak Attack with Implicit Clues,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
25,partially_verified,Partially Verified,author/year mismatch,match,partial,1.0,0.8475,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,NeuroStrike: Neuron-Level Attacks on Aligned LLMs.,Selected candidate came from lexical; title=exact; authors=exact; year=partial; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
26,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Training language models to follow instructions with human feedback.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
27,partially_verified,Partially Verified,author/year mismatch,partial,partial,1.0,0.76,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Refuse Whenever You Feel Unsafe: Improving Safety in LLMs via Decoupled Refusal Training.,Selected candidate came from lexical; title=exact; authors=partial; year=partial; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
28,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Safety-Tuned LLaMAs: Lessons From Improving the Safety of Large Language Models that Follow Instructions,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
29,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,SafeDPO: A Simple Approach to Direct Preference Optimization with Enhanced Safety,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
30,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,SEAL: Safety-enhanced Aligned LLM Fine-tuning via Bilevel Data Selection,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
31,partially_verified,Partially Verified,author/year mismatch,partial,partial,1.0,0.76,skipped,0.0,True,semantic_error,lexical,lexical_top_1,openalex,Representation of linguistic form and function in recurrent neural networks,Selected candidate came from lexical; title=exact; authors=partial; year=partial; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
32,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.75,skipped,0.0,True,semantic_error,exact,title_exact,openalex,Discovery of Natural Language Concepts in Individual Units of CNNs,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
33,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Compositional Explanations of Neurons.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
34,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.75,skipped,0.0,True,semantic_error,exact,title_exact,openalex,Finding Experts in Transformer Models,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
35,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,On the Pitfalls of Analyzing Individual Neurons in Language Models,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
36,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,no_candidate_abstract,exact,title_exact,dblp,The emergence of number and syntax units in LSTM language models.,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
37,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.8833,0.825,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Improving Alignment and Robustness with Circuit Breakers.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
38,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.9,0.8,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,LoRA: Low-Rank Adaptation of Large Language Models.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
39,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
40,partially_verified,Partially Verified,author/year mismatch,partial,partial,1.0,0.76,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Transformer Feed-Forward Layers Are Key-Value Memories.,Selected candidate came from lexical; title=exact; authors=partial; year=partial; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
42,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,LLaMA: Open and Efficient Foundation Language Models.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
44,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Gemma 3 Technical Report,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
45,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
46,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Deep reinforcement learning from human preferences.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
47,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Direct Preference Optimization: Your Language Model is Secretly a Reward Model.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
48,partially_verified,Partially Verified,author/year mismatch,partial,match,1.0,0.8125,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Understanding and Enhancing Safety Mechanisms of LLMs via Safety-Specific Neuron.,Selected candidate came from lexical; title=exact; authors=partial; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
49,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Language Models are Homer Simpson! Safety Re-Alignment of Fine-tuned Language Models through Task Arithmetic.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
50,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Red-Teaming Large Language Models using Chain of Utterances for Safety-Alignment.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
52,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,NaturalReasoning: Reasoning in the Wild with 2.8M Challenging Questions,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
53,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
54,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Qwen2.5-Coder Technical Report,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
55,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Qwen2.5-Math Technical Report: Toward Mathematical Expert Model via Self-Improvement,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
57,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
58,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Gemma: Open Models Based on Gemini Research and Technology.,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
59,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,openalex,WildTeaming at Scale: From In-the-Wild Jailbreaks to (Adversarially) Safer Language Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
61,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Training Verifiers to Solve Math Word Problems,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
62,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,"Think you have Solved Question Answering? Try ARC, the AI2 Reasoning Challenge",Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
63,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,semantic_error,exact,title_exact,openalex,Measuring Massive Multitask Language Understanding,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
64,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,TwinBreak: Jailbreaking LLM Security Alignments based on Twin Prompts.,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
65,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Parameter-Efficient Transfer Learning for NLP.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
66,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,no_candidate_abstract,exact,title_exact,dblp,AdapterHub: A Framework for Adapting Transformers.,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
67,partially_verified,Partially Verified,author/year mismatch,partial,partial,1.0,0.76,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,BitFit: Simple Parameter-efficient Fine-tuning for Transformer-based Masked Language-models.,Selected candidate came from lexical; title=exact; authors=partial; year=partial; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
68,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Few-Shot Parameter-Efficient Fine-Tuning is Better and Cheaper than In-Context Learning.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
