citation_id,verification_status,verification_category,verification_subcategory,author_status,year_status,verification_confidence,bibliographic_score,semantic_label,semantic_score,semantic_skipped,semantic_skip_reason,selected_source,selected_match_type,selected_candidate_db,selected_candidate_title,verification_explanation,semantic_explanation,combined_label,needs_review
11,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.9125,0.8,skipped,0.0,True,semantic_error,lexical,lexical_top_1,openalex,Towards Comprehensive Post Safety Alignment of Large Language Models via Safety Patching,Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
12,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,openalex,BAN: Detecting Backdoors Activated by Adversarial Neuron Noise,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
13,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.825,0.8,skipped,0.0,True,no_expanded_context,lexical,lexical_top_1,openalex,Review of Artificial Intelligence Adversarial Attack and Defense Technologies,Selected candidate came from lexical; title=partial; authors=exact; year=exact; overall_status=partially_verified.,no_expanded_context,needs_manual_review,True
14,partially_verified,Partially Verified,author/year mismatch,mismatch,partial,0.77,0.4975,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,"Adversarial Machine Learning: A Systematic Survey of Backdoor Attack, Weight Attack and Adversarial Example.",Selected candidate came from lexical; title=partial; authors=mismatch; year=partial; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
15,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Network Dissection: Quantifying Interpretability of Deep Visual Representations.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
16,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Codebook Features: Sparse and Discrete Interpretability for Neural Networks.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
17,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
19,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.8433,0.8,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,LLaMA: Open and Efficient Foundation Language Models.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
21,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.975,0.75,skipped,0.0,True,semantic_error,lexical,lexical_top_1,crossref,Attention Is All You Need,Selected candidate came from lexical; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
22,partially_verified,Partially Verified,author/year mismatch,mismatch,match,0.93,0.65,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning.,Selected candidate came from exact; title=exact; authors=mismatch; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
23,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,no_candidate_abstract,exact,title_exact,dblp,Weight Poisoning Attacks on Pretrained Models.,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
24,partially_verified,Partially Verified,author/year mismatch,partial,match,1.0,0.8125,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,A Comprehensive Overview of Backdoor Attacks in Large Language Models Within Communication Networks.,Selected candidate came from lexical; title=exact; authors=partial; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
25,partially_verified,Partially Verified,author/year mismatch,partial,partial,0.88,0.735,skipped,0.0,True,semantic_error,exact,title_exact,openalex,Beyond Memorization: Violating Privacy Via Inference with Large Language Models,Selected candidate came from exact; title=exact; authors=partial; year=partial; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
26,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Prompt Injection attack against LLM-integrated Applications.,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
27,partially_verified,Partially Verified,author/year mismatch,partial,match,0.975,0.8125,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,MASTERKEY: Automated Jailbreaking of Large Language Model Chatbots.,Selected candidate came from lexical; title=exact; authors=partial; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
28,partially_verified,Partially Verified,author/year mismatch,partial,match,1.0,0.8125,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Don't Listen To Me: Understanding and Exploring Jailbreak Prompts of Large Language Models.,Selected candidate came from lexical; title=exact; authors=partial; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
29,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Gemma 3 Technical Report,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
30,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Transformer Feed-Forward Layers Build Predictions by Promoting Concepts in the Vocabulary Space,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
31,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.9125,0.8,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Decoding specialised feature neurons in LLMs with the final projection layer.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
32,partially_verified,Partially Verified,author/year mismatch,mismatch,match,0.93,0.65,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,The Llama 3 Herd of Models.,Selected candidate came from exact; title=exact; authors=mismatch; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
33,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
34,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
35,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,JailBreakV-28K: A Benchmark for Assessing the Robustness of MultiModal Large Language Models against Jailbreak Attacks.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
36,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,openalex,WildTeaming at Scale: From In-the-Wild Jailbreaks to (Adversarially) Safer Language Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
37,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.8833,0.8,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,A Rank Stabilization Scaling Factor for Fine-Tuning with LoRA.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
38,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.9,0.8,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,LoRA: Low-Rank Adaptation of Large Language Models.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
39,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Llama Guard: LLM-based Input-Output Safeguard for Human-AI Conversations,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
40,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.865,0.625,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,crossref,HellaSwag: Can a Machine Really Finish Your Sentence?,Selected candidate came from lexical; title=partial; authors=exact; year=mismatch; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
41,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
42,partially_verified,Partially Verified,author/year mismatch,partial,partial,1.0,0.76,skipped,0.0,True,semantic_error,lexical,lexical_top_1,openalex,WinoGrande: An Adversarial Winograd Schema Challenge at Scale,Selected candidate came from lexical; title=exact; authors=partial; year=partial; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
43,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,"Think you have Solved Question Answering? Try ARC, the AI2 Reasoning Challenge",Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
44,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Can a Suit of Armor Conduct Electricity? A New Dataset for Open Book Question Answering.,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
45,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,crossref,Vikhr: Constructing a State-of-the-art Bilingual Open-Source Instruction-Following Large Language Model for Russian,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
46,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,NaturalReasoning: Reasoning in the Wild with 2.8M Challenging Questions,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
47,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
48,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Qwen2.5-Coder Technical Report,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
49,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_expanded_context,exact,title_year_exact,openalex,Qwen2.5-Math Technical Report: Toward Mathematical Expert Model via Self-Improvement,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_expanded_context,needs_manual_review,True
52,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
53,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Gemma: Open Models Based on Gemini Research and Technology.,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
54,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
55,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,UltraMedical: Building Specialized Generalists in Biomedicine.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
57,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
58,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_expanded_context,exact,title_year_exact,openalex,s1: Simple test-time scaling,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_expanded_context,needs_manual_review,True
64,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.9125,0.8,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Language Models are Homer Simpson! Safety Re-Alignment of Fine-tuned Language Models through Task Arithmetic.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
65,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Red-Teaming Large Language Models using Chain of Utterances for Safety-Alignment.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
66,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,A StrongREJECT for Empty Jailbreaks.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
67,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_expanded_context,exact,title_year_exact,openalex,HarmBench: A Standardized Evaluation Framework for Automated Red Teaming and Robust Refusal,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_expanded_context,needs_manual_review,True
68,partially_verified,Partially Verified,author/year mismatch,partial,match,0.7133,0.7125,skipped,0.0,True,no_expanded_context,lexical,lexical_top_1,openalex,TDC 2023 (LLM Edition) - Trojan Detection Track - Development Phase - Large Subtrack (Deprecated),Selected candidate came from lexical; title=partial; authors=partial; year=exact; overall_status=partially_verified.,no_expanded_context,needs_manual_review,True
69,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Catastrophic Jailbreak of Open-source LLMs via Exploiting Generation,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
70,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks",Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
72,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Jailbreaking Black Box Large Language Models in Twenty Queries.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
73,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Large Language Models Are Human-Level Prompt Engineers.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
74,partially_verified,Partially Verified,author/year mismatch,match,partial,1.0,0.8475,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Tree of Attacks: Jailbreaking Black-Box LLMs Automatically.,Selected candidate came from lexical; title=exact; authors=exact; year=partial; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
75,verified,Verified,strong_metadata_match,match,match,0.93,0.875,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Play Guessing Game with LLM: Indirect Jailbreak Attack with Implicit Clues,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
76,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,Baseline Defenses for Adversarial Attacks Against Aligned Language Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
77,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,SmoothLLM: Defending Large Language Models Against Jailbreaking Attacks,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
78,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.96,0.8,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Defending Large Language Models Against Jailbreak Attacks via Layer-specific Editing.,Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
79,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
80,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,"Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems.",Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
81,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Ignore Previous Prompt: Attack Techniques For Language Models.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
82,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs through a Global Scale Prompt Hacking Competition.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
83,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Prompt Packer: Deceiving LLMs through Compositional Instruction with Hidden Attacks.,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
84,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_expanded_context,exact,title_year_exact,openalex,SequentialBreak: Large Language Models Can be Fooled by Embedding Jailbreak Prompts into Sequential Prompt Chains,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_expanded_context,needs_manual_review,True
85,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Hidden You Malicious Goal Into Benign Narratives: Jailbreak Large Language Models through Logic Chain Injection.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
86,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Exploiting Large Language Models (LLMs) through Deception Techniques and Persuasion Principles.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
87,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_expanded_context,exact,title_year_exact,openalex,Multi-step Jailbreaking Privacy Attacks on ChatGPT,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_expanded_context,needs_manual_review,True
88,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,DeepInception: Hypnotize Large Language Model to Be Jailbreaker.,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
89,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,GUARD: Role-playing to Generate Natural-language Jailbreakings to Test Guideline Adherence of Large Language Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
90,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,GPTFUZZER: Red Teaming Large Language Models with Auto-Generated Jailbreak Prompts,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
91,partially_verified,Partially Verified,author/year mismatch,partial,match,0.95,0.8125,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,LLM-Fuzzer: Scaling Assessment of Large Language Model Jailbreaks.,Selected candidate came from lexical; title=exact; authors=partial; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
92,hallucinated,Not Verified,no_candidate_found,mismatch,mismatch,0.0,0.0,skipped,0.0,True,no_selected_candidate,,,,,No fused candidate was available for verification.,no_selected_candidate,likely_problematic,True
93,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,no_candidate_abstract,exact,title_exact,dblp,AutoPrompt: Eliciting Knowledge from Language Models with Automatically Generated Prompts.,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
94,partially_verified,Partially Verified,minor_title_mismatch,match,match,0.965,0.775,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,crossref,The Power of Scale for Parameter-Efficient Prompt Tuning,Selected candidate came from lexical; title=partial; authors=exact; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
95,partially_verified,Partially Verified,author/year mismatch,partial,match,1.0,0.8125,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,COLD Decoding: Energy-based Constrained Text Generation with Langevin Dynamics.,Selected candidate came from lexical; title=exact; authors=partial; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
96,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Hard Prompts Made Easy: Gradient-Based Discrete Optimization for Prompt Tuning and Discovery.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
97,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Automatically Auditing Large Language Models via Discrete Optimization.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
98,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,Universal and Transferable Adversarial Attacks on Aligned Language Models.,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
